,goods_id,big_cat,small_cat,goods_name,price,image_url_path
0,742366,room_0001,fur_type0001,클린트 모던 높은 거실장 200cm 서랍형 수납장(80cm 일반형 +120cm 서랍형) (3종 택1),428000,https://image.hanssem.com/hsimg/gds/1050/742/742366_A1.jpg?v=20250113101141
1,1098826,room_0001,fur_type0002,테이즈 천연가죽 소파 3인(3종/택1),1299000,https://image.hanssem.com/hsimg/gds/1050/1098/1098826_A1.jpg?v=20250610141419
2,1031935,room_0001,fur_type0002,베이크 패브릭소파 3.5인,798000,https://image.hanssem.com/hsimg/gds/1050/1031/1031935_A1.jpg?v=20250804101313
3,993094,room_0001,fur_type0002,코타 천연가죽 소파 4인용,899000,https://image.hanssem.com/hsimg/gds/1050/993/993094_A1.jpg?v=20250804101312
4,822928,room_0001,fur_type0001,클린트 어반 매거진랙 수납장 80cm_서랍형,200000,https://image.hanssem.com/hsimg/gds/1050/822/822928_A1.jpg?v=20250113101141
5,1021360,room_0001,fur_type0002,네피 패브릭 소파 4인 포인트 에디션,2119000,https://image.hanssem.com/hsimg/gds/1050/1021/1021360_A1.jpg?v=20240509100911
6,916927,room_0001,fur_type0002,프리야 패브릭소파 3인용(2종/택1),1399000,https://image.hanssem.com/hsimg/gds/1050/916/916927_A1.jpg?v=20250804101312
7,995035,room_0001,fur_type0002,레이어드 패브릭 소파 코너형 커버 (3종/택1),220000,https://image.hanssem.com/hsimg/gds/1050/995/995035_A1.jpg?v=20250820155244
8,958513,room_0001,fur_type0002,MVME 트라움 라토 천연가죽 전동 리클라이너 소파 1인(2종/택1),949000,https://image.hanssem.com/hsimg/gds/1050/958/958513_A1.jpg?v=20250804101312
9,885924,room_0001,fur_type0001,클린트 어반 높이조절 리프트업 사이드테이블 60cm (3종 택1),165000,https://image.hanssem.com/hsimg/gds/1050/885/885924_A1.jpg?v=20250804101312
10,992748,room_0001,fur_type0001,유로 503 파사드 거실장 1450,537000,https://image.hanssem.com/hsimg/gds/1050/992/992748_A1.jpg?v=20250320133508
11,916186,room_0001,fur_type0001,[55딜]디어 오보에 거실장 세트 220cm (거실장 140cm + 보조수납장 83cm) (2종 택1),550000,https://image.hanssem.com/hsimg/gds/1050/916/916186_A1.jpg?v=20250804101312
12,1019500,room_0001,fur_type0002,선데이 패브릭소파 4인 라운지형 트위드 원단 (2종/택1),3695000,https://image.hanssem.com/hsimg/gds/1050/1019/1019500_A1.jpg?v=20250421160920
13,1049171,room_0001,fur_type0001,블랑 루버 거실장 2500,820000,https://image.hanssem.com/hsimg/gds/1050/1049/1049171_A1.jpg?v=20250918173218
14,994737,room_0001,fur_type0002,레이어드 패브릭 소파 컴팩트 3인오픈(암리스)_부클 원단 (4종/택1),1170000,https://image.hanssem.com/hsimg/gds/1050/994/994737_A1.jpg?v=20250804101312
15,742354,room_0001,fur_type0001,클린트 모던 높은 거실장 160cm 서랍형 수납장(80cm 서랍형 +80cm 서랍형) (3종 택1),398000,https://image.hanssem.com/hsimg/gds/1050/742/742354_A1.jpg?v=20250113101140
16,822930,room_0001,fur_type0001,클린트 어반 매거진랙 수납장 120cm_서랍형,250000,https://image.hanssem.com/hsimg/gds/1050/822/822930_A1.jpg?v=20250113101141
17,904011,room_0001,fur_type0002,보네르 모듈형 패브릭소파 2인용(3종/택1),649000,https://image.hanssem.com/hsimg/gds/1050/904/904011_A1.jpg?v=20250918164231
18,821209,room_0001,fur_type0001,클린트 어반 180cm 거실장 다릿발형 (3종/택1),329000,https://image.hanssem.com/hsimg/gds/1050/821/821209_A1.jpg?v=20250804101312
19,992501,room_0001,fur_type0001,밀란 디오 소파테이블 500,148000,https://image.hanssem.com/hsimg/gds/1050/992/992501_A1.jpg?v=20240222183153
20,822938,room_0001,fur_type0001,클린트 어반 매거진랙 수납장 200cm (수납장80cm+매거진랙 수납장120cm 서랍형),400000,https://image.hanssem.com/hsimg/gds/1050/822/822938_A1.jpg?v=20250113101141
21,821211,room_0001,fur_type0001,클린트 어반 180cm 콘솔 높은 거실장_도어형 (2종 택1),269000,https://image.hanssem.com/hsimg/gds/1050/821/821211_A1.jpg?v=20250113101140
22,716394,room_0001,fur_type0001,클린트 프렌치 거실장 180cm 오픈형(2종 택1),235000,https://image.hanssem.com/hsimg/gds/1050/716/716394_A1.jpg?v=20250113101140
23,1075317,room_0001,fur_type0001,아카이브 80cm 유리수납장 (2종 택1),515000,https://image.hanssem.com/hsimg/gds/1050/1075/1075317_A1.jpg?v=20250804101314
24,1070289,room_0001,fur_type0002,플랩 천연가죽 소파 3인용 (화이트),1865000,https://image.hanssem.com/hsimg/gds/1050/1070/1070289_A1.jpg?v=20240828141208
25,822917,room_0001,fur_type0001,클린트 어반 리프트업 소파테이블 플랩도어형105cm (2종 택1),335000,https://image.hanssem.com/hsimg/gds/1050/822/822917_A1.jpg?v=20250804101312
26,992533,room_0001,fur_type0001,유로 미스티 소파테이블 원형,273000,https://image.hanssem.com/hsimg/gds/1050/992/992533_A1.jpg?v=20240222183306
