extracted_response,expected_output,BERTScore_F1,Embedding_Cosine
"레이아웃 변경으로 실용적인 인테리어를 완성하기 위해 우물천장과 간접 우물천장을 사용했습니다. 이는 거실에서의 공간 활용성을 극대화하고 쾌적한 분위기를 조성하는 데 도움이 됩니다. 대공원월드메르디앙아파트 내 한샘 다이닝 룸은 심플하면서도 고급스러운 분위기를 연출합니다. 또한 한샘 안방 인테리어는 드레스룸 포켓 도어와 함께 실용성을 높여주며, 한샘 자녀방 인테리어의 아치 디자인은 아이들의 창의력을 유발시키는 데 좋습니다. 한샘 욕실 인테리어는 대형 욕실에 인조 대리석 탑을 적용해 세련된 느낌을 줍니다. 한샘 현관 인테리어에서는 중문 인테리어를 통해 공간의 통일감을 높였으며, 거실 욕실 인테리어는 심플하면서도 깔끔한 모습을 유지하도록 설계되었습니다.",주방 ㅣ 11자 주방의 심플한 디자인 (feat.비스포크 키친핏냉장고) 자 녀 방 ㅣ 두개의 공간을 통합과 분리를 통해 효율적 공간 디자인.,0.6558613777160645,0.5935906767845154
"도안 도안리슈빌의 29평 집은 갤러리 같은 분위기를 연출하기 위해 다양한 디자인 요소를 활용합니다. 거실은 텐바 보드 포인트와 라인 조명으로 현대적인 감각을 강조하며, 터치 아이보리 휴판넬과 터치 그레이 터치 플로어로 따뜻하면서도 시크한 분위기를 만듭니다. 안방은 매트 화이트 붙박이장과 낮은 파우더장을 통해 깔끔하고 정돈된 느낌을 주며, 호텔 분위기를 연출합니다. 욕실은 흥판넬 리버 화이트와 크럼블 블랙 상판으로 고급스러운 분위기를 연출합니다. 레인 샤워 수전 KB5030과 타원형 거울 조명은 쾌적한 공간을 완성시킵니다. 자녀 방은 매트 화이트 수납장과 빌트인 매트 화이트 수납장, 빌트인 엔드장 등을 활용해 깔끔하고 효율적인 수납 공간을 제공합니다. 현관은 행잉형 현관장과 초슬림 3연동 중문으로 아늑하고 편안한 분위기를 연출합니다. 이러한 인테리어 요소들은 전체 집을 깔끔하고 미니멀한 분위기로 만들어줍니다.","· 주방옆방[자녀방 A] 아이가 학업에 집중할 수 있고 정리하는 습관을 기를 수 있도록 수납장을 넉넉히 배치하였습니다. 와이드한 책상배치로 모니터를 올려놓고도 불편하지 않게 사용이 가능하며 우측 하단에 책상다리를 대신해주는 서랍장은 수납의 효율을 올려줍니다 :) *주요시공 : 매트화이트 붙박이장, 빌트인 매트화이트 6단 밑장, ㄷ자 단독책상서랍형 · 자녀방[자녀방 B] 자녀방 A와 레이아웃은 동일하되, 매트화이트 노출서랍장을 배치해 자녀방 A와는 다른 이미지를 연출하였습니다. 의류수납에 특화된 노출서랍장은 하단 2단서랍, 상단 여닫이 형태로 빌트인장을 연결설계할 때 더욱 빛을 발하는데요 :) 거울 엔드장과 함께 설계하여 의류는 노출서랍장에, 물건들은 6단밑장 수납장과 엔드장에 보관할 수 있도록 기획하였습니다. *주요시공 : 매트화이트 6단 밑장, 거울 엔드장, 노출서랍장, ㄷ자 단독책상서랍형 · 공용욕실 터치 아이보리 휴판넬과 카고 그레이 휴플로어 제품을 적용해 깔끔한 바탕면을 완성했고 프레임우드 상부장과 하부장으로 우드의 따뜻함을 느낄 수 있는 욕실입니다. 타원형 조명거울의 은은한 조명은 밤늦게 욕실을 이용할 때에도 눈부시지 않게 이용이 가능합니다. 그라데이션 코팅 파티션으로 샤워 시, 물이 넘어가지않도록 막아주는 역할과 동시에 프라이버시를 지키고 파티션 자체로도 하나의 디자인포인트가 되는 매력적인 제품입니다. *주요시공 : 프레임우드 상부장, 프레임우드 하부장, 그라데이션코팅 파티션, 터치 아이보리 휴판넬",0.6705068349838257,0.3952084183692932
"아이방 인테리어를 시작으로 하면, 첫 번째 고려해야 할 것은 아이들의 활동성을 고려한 다용도 공간의 활용입니다. 흔히 사용되는 브라운 주방과 달리, 이 공간은 편안함과 깔끔함을 중시하는 미세먼지 차단과 온도 유지를 위해 깔끔하고 현관은 깨끗하게 관리하는 것이 중요합니다. 거실에서 슬라이딩 거실장을 이용하여 공간을 효과적으로 활용하고, 채광이 좋은 거실에서는 원형 LED 거울을 설치하여 공간을 더 넓게 보이게 만듭니다.

아이방은 침대를 나란히 배치하여 부부가 함께 쓰는 방처럼 설계하여 안정감을 주는 것이 좋습니다. 또한 베이지 톤 침대와 필로우 침대를 사용하여 귀여운 분위기를 연출하며, 아이들이 좋아하는 책을 직접 고르는 책상과 함께 아이방 북스탠드를 설치하면 아이가 독서를 즐길 수 있는 환경을 제공할 수 있습니다.

다이닝 룸은 로맨틱 다이닝을 위한 테이블과 다용도 테이블을 선택하여 다양한 활동을 할 수 있도록 설계합니다. 특히 타원형 식탁은 공간을 효율적으로 사용하면서도 편안함을 제공합니다. 또한 다이닝 팬던트 조명을 통해 식당 분위기를 더욱 즐겁게 만듭니다.

마지막으로, 요리하고 싶어지는 감을 유발하는 키친은 빌트인 장화장과 크림색 수장납, 화장대를 활용하여 깨끗하고 관리하기 쉬운 공간을 만듭니다. 또한 온도 유지와 채광이 좋은 현관에는 현관 전신 거울을 설치하여 확장적인 느낌을 줍니다.","삼성래미안 31평 아파트입니다. 방3개, 욕실2개의 구조에요. 거실의 발코니를 확장하여 더 넓게 사용하였습니다. 입구에는 밝은 그레이톤의 타일과 빌트인장으로 깨끗하게 유지하실 수 있게 하였어요. 그레이 색은 유지, 관리하기에 더할 나위 없이 좋은 색이지요. 두 아이의 유대감을 위해, 같은 패브릭을 선택하였어요. 만약, 서로의 취향이 다르다면 직접 패브릭을 고르는 것도 좋겠지요? 두 아이들이 눈을 맞춰 조곤조곤 대화하며 언어능력을 높일 수 있도록 침대를 나란히 배치하였습니다. 바닥과 가구의 색을 통일해 안정감을 주었어요. 오크 바닥재, 베이지 창호와 어울리는 책상세트를 배치해 통일감을 주었습니다. 놀이방에는 아이들의 상상력을 자극하는 벤치장을 두었어요. 5-6세의 아이의 집중력은 12분 정도라고 해요. 한곳에 오래 앉아있기 보다, 다양한 놀이활동을 통해서 나이에 맞게 자연스럽게 학습시간을 늘리기에 벤치장과 책상은 좋은 조합이예요. 밝은 그레이톤 월플러스로 거실의 분위기를 은은하면서도 깊게 만들었어요. 슬라이딩형 빌트인장은 책의 표지가 보이게 두거나, 소품들을 두어 갤러리로도 활용하실 수 있습니다. 올리브그린, 내추럴 컬러의 조화가 욕실을 프레쉬하게 만들어주고 이음새의 골드컬러는 세로 비례미로 욕실을 더욱 넓어보이게 만들어줍니다. 부부의 침실은 베이지톤을 베이스로 아늑하면서도 편안한 감성으로 꾸몄어요.",0.7285761833190918,0.6902568936347961
"운중동 44평의 공간을 내추럴 컨셉으로 리모델링하여 편안하면서도 고급스러운 분위기를 연출했습니다. 먼저 거실에서는 강마루와 라이브웨이드형 미가루 버릴 주변을 포인트로 사용하여 자연스러운 느낌을 살렸습니다. 천장에는 실링 팬과 간접 조명을 설치하여 공간을 더욱 넓게 보이게 만들었고, 공용욕실은 한샘이자 휴플로어 휴판넬과 슬라이딩 파티션을 통해 깔끔한 분위기를 연출했습니다. 다용도실은 발코니와 연결하여 실내외를 이어주는 역할을 하며, 세라믹 도장으로 직부를 장식하고 기능성 터닝 도어를 설치하여 공간 활용성을 높였습니다. 심플한 사각식 식탁과 특수 장팬던트를 거실에서 사용하여 현대적인 분위기를 더했으며, 부부침실에서는 벽부형 포인트 조명과 연결된 파우더 룸을 설계하여 편안함을 제공했습니다. 안방에서는 600각 타일 샤워 부스와 선반형 레인 샤워기를 설치하여 깨끗함을 유지하며, 한샘 매트 화이트 붙박이장을 슬림형 메인 등과 함께 사용하여 간결한 디자인을 완성했습니다. 또한, 싱크대와 책상, 책장, ABS 도어는 모두 한샘 매트 화이트 스타일러 슬림형 메인 등과 함께 사용하여 일관된 스타일을 유지하였습니다. 마지막으로, 한샘 유로 100 매트 화이트 톤 심플한 부엌은 여닫이 중문과 포세린 타일을 사용하여 깔끔하고 고급스러운 분위기를 연출하였습니다.",각 방마다 모두 붙박이장을 설치하여 수납걱정없는 40평형대를 완성하였습니다! 욕실은 모두 샤워 부스를 설치하여 물튀김없이 깔끔한 욕실을 만들었습니다!,0.6896388530731201,0.4918007254600525
"신혼부부를 위한 아늑한 휴식공간을 꾸미는 데는 여러 요소들을 고려해야 합니다. 먼저 거실에서는 내추럴오크 톤의 유로501 거실장을 배치하여 따뜻하면서도 깔끔한 분위기를 연출합니다. 이와 함께 뉴트럴식탁과 뉴트럴원형테이블을 활용해 다양한 활동을 즐길 수 있는 공간을 만듭니다. 또한 발코니를 활용해 카페처럼 생긴 홈카페를 설치하여 집에서도 편안하게 커피 한 잔을 즐길 수 있도록 하였습니다.

차분한 베이지 톤의 거실은 모노네이비 톤의 한샘밀란키친을 통해 깔끔하고 모던한 느낌을 살립니다. 바흐701 침대와 월넛무늬목침대는 부부 모두에게 편안함을 제공하며, 특히 편안한 침실에서는 보조주방 홈카페를 추가하여 쾌적함을 더했습니다. 

더불어, 드레스룸에서는 한샘 드레스룸을 통해 넓은 수납공간을 확보하였으며, 서재는 빈티지한 테마의 블루서재로 특이하면서도 작업에 도움이 되는 공간을 만들었습니다. 마지막으로, 식물 인테리어를 통해 공기정화와 함께 편안한 분위기를 조성하였습니다. 이러한 다양한 요소들이 조화를 이루어 신혼부부의 편안한 휴식공간을 완성하였습니다.","바쁜 일상을 보내는 신혼. 유일한 휴식처인 집을 편안하고 아늑한 휴식공간으로 만들고 싶어하는 고객들을 위한 집 꾸밈 제안입니다. 거실과 부엌은 내추럴화이트 톤으로 무겁지 않게, 안방, 드레스룸, 서재는 월넛 톤으로 고급스럽고 세련되게 연출했어요.",0.6760329604148865,0.7608360052108765
"매트그레이와 웜베이지 컬러를 활용한 이 공간은 차분하면서도 세련된 분위기를 연출합니다. 현관에서부터 시작하여 페일그레이와 미니멀한 현관장이 공간의 톤을 잡습니다. 거실에서는 심플현관장과 행잉형현관장이 공간을 더욱 깔끔하게 보이게 합니다. 주방에서는 그레이kicheng Cabinet와 미니멀그레이 케이핑장이 실용성을 극대화하며, 발코니는 꿀팁을 통해 공간 분리를 해서 온화한 감성의 공간으로 변신합니다. 특히, 화이트침실과 넓어보이는 침실은 슬림 조명과 함께 매트그레이 컬러의 강마루가 내추럴하면서도 깔끔한 분위기를 연출합니다. 마지막으로, 온화한느낌의 내추럴욕실은 젠다이 시공과 함께 물때 방지를 위해 철저한 설계가 이루어져 있습니다. 이 공간은 전체적인 분위기와 디테일까지 고려한 5천만원대의 비용으로 완성되었습니다.","집의 첫인상을 좌우하는 현관은 깔끔함이 포인트가 되어야 합니다. 애매한 위치에 뚫려 있는 지저분한 가벽을 깔끔하게 정리해 현관과 거실의 공간을 구분했습니다. 기존 집에서는 좁고 부족한 현관장이 흠이었는데요, 넉넉한 현관장을 설치해, 신발, 현관짐을 여유롭게 보관할 수 있도록 시공했습니다. 매트하고 깔끔한 페일 그레이톤의 행잉형 현관장은 공간이 넓어보이는 효과를 보입니다. 무난한 테라조 현관 타일로 흙먼지가 들더라도 디자인 망치지않게! 거실 바닥은 600*600 패턴 3.5T 장판으로, 포쉐린 타일과도 같은 디자인 효과와 가성비까지 선보입니다. 기존의 소폭마루와는 다르게 굵직한 패턴으로 공간이 훨씬 넓어 보이는 효과가 나타납니다! 깔끔한 화이트 벽지와 몰딩, 깔끔한 매립등에 가까운 슬림 조명으로 밝고 화사한 거실이 완성되었습니다 :) 각 공간의 도어는 따뜻한 베이지 톤으로 시공했습니다. 문틀과 도어를 통일시켜 공간의 균형감을 선사하고, 바닥 장판부터 도어 위쪽 평몰딩이 연결되는 듯한 느낌으로, 바닥에서부터 천장까지 층고가 높아보이기도 합니다 :) 방들은 화이트톤으로 통일시켜, 편안하게 휴식을 취할 수 있는 공간으로 제안했습니다. 방의 조명 또한 슬림 조명으로 교체해, 방 공간이 방해 없이 넓고 탁 트여보이게 합니다. 때가 잘 타는 흰색 욕실에서 우드가 포인트 되는 온화한 베이지 톤의 욕실입니다. 거실과 안방쪽 발코니 타일을 분리시켜, 하나로 연결된 공간이지만, 효과적으로 공간을 사용하는 느낌이 들 수 있는 시공을 진행했습니다. 주방옆방, 안방과 마찬가지로 화이트 톤에 깔끔하게 마감된 입구방의 모습입니다.",0.6912084221839905,0.6283459663391113
"깔끔하고 간결한 모던 인테리어를 적용하면 집 전체가 신선하고 현대적인 분위기를 띤다는 느낌을 줄 것입니다. 먼저, 거실에서는 흰색이나 회색 같은 중립적 색상의 벽과 천장, 그리고 대비되는 컬러의 소품으로 포인트를 부여할 수 있습니다. 창호는 통유리로 선택하여 공간을 더 넓고 밝게 만들 수 있으며, 라인 조명을 활용하여 공간의 디테일을 강조할 수 있습니다.

차분하면서도 편안한 분위기의 침실에서는 붙박이장을 사용하여 공간을 최대한 활용하고, LED 조명을 통해 따뜻하고 편안한 분위기를 조성할 수 있습니다. 침대와 소파 등 주요 가구는 직선적인 디자인을 선택하여 모던한 느낌을 살릴 수 있습니다.

키친에서는 우물천장과 테이블 패널을 활용하여 공간을 구분하며, 파우더장은 테이블 패널과 함께 설치하여 깔끔하게 유지할 수 있습니다. 또한, 현관에서는 헹LING형형관장과 LED 조명을 활용하여 공간의 깊이와 방향성을 표현할 수 있습니다.

마지막으로, 욕실에서는 타일바스와 우물천장을 사용하여 깔끔하고 세련된 분위기를 연출할 수 있으며, 바스는 고급스러운 디자인을 선택하여 전체 인테리어와 잘 어울리는 공간을 만들 수 있습니다. 이러한 방법들을 통해 2천만 원대 내에서 깔끔하고 모던한 인테리어를 완성할 수 있을 것입니다.","리모델링 포인트 ① 화이트 & 블랙 욕실 ② 대면형 주방 주요자재 ① 주방 > 유로 700 그레이스 화이트 ② 거실 아트월 > 와이드 월플러스 배수브라이트 라운드 프리미엄 스윙 중문 설치로 모던한 아치 포인트 인테리어를 구현했습니다. 붙박이장 시공을 통해 부족한 수납공간을 해결했습니다. 벽면과 일체감있게 시공하여 공간의 답답함 없이 보다 효과적으로 수납력을 높였습니다. 또한 안쪽의 아치형 게이트가 보이시나요~? 게이트를 아치형으로 제작해 부드러운 느낌으로 포인트를 주고, 안쪽 좁은 공간을 활용하여 화장대를 설치했습니다. 화장대 거울 양쪽 서랍, 심지어 거울을 열어도 수납공간이 있기 때문에 화장품, 향수 등을 깔끔하게 정리할 수 있습니다. 한샘 타일 욕실입니다. 바닥과 벽을 같은 타일로 시공하여 통일성을 주고, 블랙 프레임 상부장으로 깔끔함을 더했습니다. 매립선반을 제작하여 편리하게 사용할 수 있도록 했고, 심플함의 고급스러움을 연출했습니다. 한샘 '유로 700 그레이스 화이트' 주방 입니다. 소복히 쌓인 하얀 눈처럼 뽀얗고 깨끗한 컬러와 은은하게 포인트가 되는 실버 프레임이 돋보입니다. 대면형 구조이기 때문에 요리를 하면서 거실에 있는 가족과 눈을 맞추며 대화할 수 있습니다. 웃음이 끊기지 않는 행복한 식사시간이 될 것 같네요 :) 거실 아트월 부분에 한샘 '월플러스 배수브라이트'를 시공했습니다. 대리석 같은 느낌의 넓은 와이드 월플러스로 시공하여 자칫 밋밋할 수 있는 거실을 더 넓고 고급스러운 공간으로 연출했습니다. ?",0.6766380071640015,0.632175862789154
"책을 사랑하는 부부의 집을 꾸미는 데 있어 가장 중요한 것은 거실의 멀티공간 활용입니다. 거실 중앙에는 편안한 ㄷ자형 주방을 배치하여 요리를 즐길 수 있도록 하였습니다. 주방 옆에는 협소한 현관과 함께 소음 차단 중문을 설치하여 외界的干扰被有效隔绝，营造出宁静的阅读空间。此外，在这个开放的空间中，我们还巧妙地利用了多扇门的设计，如3连动门和韩式米兰门，以实现空间的灵活分隔与整合。

在书架的选择上，我们选择了不会积尘的材质，并将其嵌入到书柜中，以保持整洁美观。为了满足书虫们的需求，我们在每个房间都配备了宽敞的书桌和书柜，使得阅读和工作的环境既舒适又高效。尤其是客卧和书房中，我们采用了白色和奶油色的衣柜，为整个空间增添了一抹温馨的气息。同时，浴室的设计也非常注重实用性，配备了易于清洁的手持淋浴装置和储物空间，确保日常使用的便利性。

通过这些设计元素的巧妙结合，我们成功地打造了一个充满书香气息、功能齐全且美观舒适的家。无论是阅读、烹饪还是休息，这个家都能提供完美的解决方案。","26평형 방 3개 욕실 1개 아파트입니다. 현관에서부터 부엌과 거실이 이어지는 구조며, 26평형에 방 3개가 있어 거실이 비교적 협소해요. 3인 가족이 함께 식사도 할 수 있고, TV 시청과 독서까지 할 수 있도록 거실을 멀티공간으로 꾸몄어요. 거실 벽면은 빌트인플러스를 설치해서, 깔끔하게 수납물품을 보관할 수 있도록 했어요. TV도 함께 수납 가능하답니다. 또한 슬라이딩 도어를 통해 TV를 시청하지 않을 때는 가림수납도 가능해요. 서재는 책상이 포함된 빌트인플러스가 들어가있어요. 책장과 책상을 따로 배치하기엔 약간 협소하지만, 이렇게 풀어내면 공간효율을 높일 수 있어요.",0.6132306456565857,0.6833184957504272
"광진구 자양동 우성3차 아파트의 31평 크기의 작은 공간을 대폭 리모델링하여 앤틱과 클래식의 조화를 이루는 디자인으로 변모시켰습니다. 거실에서는 고급스러움을 끌어내는 클래식한 톨매트와 앤틱한 소파를 배치하여 분위기를 고조시켰습니다. 또한 거실 한쪽에는 클래식한 가구들과 앤틱한 소품들이 어우러져 있어 깊이 있는 공간감을 느끼게 해줍니다. 주방은 모던한 톤을 유지하면서도 클래식한 세련미를 담아내는 톤으로 꾸며졌습니다. 식탁과 의자는 클래식한 디자인을 선택하여 현대적인 요소와 함께 고급스러움을 더했습니다. 침실에서는 앤틱한 베드와 클래식한 장식이 조화를 이뤄주며, 여유로운 분위기를 연출합니다. 현관에서는 클래식한 여닫이 중문과 앤틱한 장식이 포근함을 더해주며, 전체적으로 시각적으로 조화를 이뤄주는 역할을 합니다. 마지막으로 욕실에서는 클래식한 톤과 앤틱한 소품들이 고급스러움을 더해주며, 깨끗하고 쾌적한 분위기를 제공합니다.",거실 조명은 앤틱한 느낌의 제품으로 클래식함을 더했습니다. 현관부분 가벽과 중문을 시공해 현관공간을 별도로 나눴습니다. 웨인스코팅과 앤틱한 디자인의 도어로 클래식함을 더했습니다. 아일랜드에 쿡탑을 설치해 거실을 바라보면서 요리할 수 있는 주방을 설계했습니다. 안방도 거실과 통일감을 주기위해 앤틱한 디자인의 등을 설치했습니다. 욕실 타일도 클래식하면서도 앤틱한 느낌을 주는 디자인을 시공했습니다. 올리브 그린과 골드색상이 잘 어우러진 프렌치 스타일의 여닫이 중문입니다.,0.7348930835723877,0.7320312261581421
"서울 대치동 은마아파트의 30평 크기의 아파트를 인테리어 할 때, 첫 번째로 고려해야 하는 것은 공간의 효율성을 극대화하는 것이다. 거실은 강마루와 타일을 사용하여 깔끔하고 현대적인 분위기를 연출할 수 있다. 또한 우물천장과 간접우물천장을 활용하면 공간의 높이를 강조하고 더 넓게 느껴지도록 만들어 준다. 드레스룸에서는 붙박이장을 활용하여 공간을 효율적으로 사용하고, 화장대와 파우더장을 설치하여 여성스러운 향기를 뿌릴 수 있다.

서재방은 책상과 책장을 비롯해 다양한 서재용품을 배치하여 집에서의 연구와 작업을 즐길 수 있도록 만든다. 안방에서는 편안함을 위해 침실 인테리어를 신경 쓰는데, 깔끔하면서도 따뜻한 분위기를 내는 디자인이 중요하다. 또한 TV장과 식탁등을 추가하여 편안한 생활을 위한 공간을 제공한다.

현관은 중문으로 설계하여 깔끔한 분위기를 유지하면서도 실내와 외부를 구분한다. 현관 인테리어에서는 한샘 모노캐시미어를 사용하여 현관을 깔끔하게 정돈할 수 있다. 마지막으로 주방은 ㄱ자형을 고려하여 주방 인테리어를 계획하고, 식탁등을 통해 식사나 모임의 장소로 활용될 수 있도록 설계한다. 이렇게 전체적인 인테리어를 계획하면 7천만원 이상의 예산을 효과적으로 사용할 수 있을 것이다.","[ 주방 ] 주방은 밀란 모노캐시미어 로 설계드렸고, 기존에 ㅡ자형 주방이었던 것을 ㄱ자로 변경했습니다. 남는 공간에 냉장고장 2개와 키큰장까지 설계해 주방 공간을 효율적으로 사용하실 수 있도록 했습니다. [ 안방 ] 안방에서도 TV를 보실 수 있게 설치 예정이셨고, 수납까지 가능하길 원하셔서 한쪽 벽면에 한샘 무드베이지 TV장과 함께 붙박이장을 설치 했습니다. [ 입구우방 ] 드레스룸으로 쓰실 입구우방에도 한샘 무드화이트 붙박이장을 설치했고, 맞은편에는 화장대를 배치했습니다.",0.6851138472557068,0.581289529800415
